genre	dataset	year	sid	score	sentence1	sentence2
main-captions	images	2015	0725	1.40	Kırmızı bir duvarın önünde bir şapka ve gözlük takan siyahlar giymiş bir adam.	Bir tuğla duvarın önünde duran beyaz gömlekli bir kadın.
main-captions	images	2015	0728	4.80	Bir adam, bir çocuğun bisiklete binmesine yardım eder.	Adam çocuğun bisiklete binmesine yardım ediyor.
main-captions	images	2015	0733	4.00	İki köpek karda getirme oyunu oynuyor.	Köpekler karda oynuyor.
main-captions	images	2015	0740	3.00	Sahilde iki köpek birlikte oynuyor.	Çimlerde iki siyah köpek oynuyor.
main-captions	images	2015	0750	0.20	İki ten rengi ve beyaz köpek ve suya yakın sahilde yarışan bir kahverengi köpek.	Pembe Tinkerbell ceketli kadın korkuluğun yanında duruyor ve suya bakıyor.
main-captions	images	2015	0754	1.60	Bir adam toprak yolda bisiklete biniyor.	Toprak yolda koşan iki köpek.
main-captions	images	2015	0758	4.40	Şapkalı oturan genç bir kadın bir kafede okuyor.	kahve dükkanında okurken zevk bir kadın
main-captions	images	2015	0759	4.80	Çimlerin arasından siyah beyaz bir köpek koşuyor.	Siyah beyaz köpek çimlerde koşuyor.
main-captions	images	2015	0781	0.40	Bir kadın yanlarında kollarıyla ayakta dururken bir diğeri fotoğraf çekiyor.	Beyaz bir nesne tutan bir kalabalığın içinde bir adam duruyor.
main-captions	images	2015	0796	2.40	Birçok insan sahilde, bayrakların dalgalandığı bir binanın yakınında.	Kalabalık bir kumsalda gökyüzünü izleyen insanlar vardır.
main-captions	images	2015	0803	3.00	Suda çalışan siyah beyaz bir köpek.	Bronz ve beyaz bir köpek suyun içinden geçer.
main-captions	images	2015	0812	2.00	Parlak, çok renkli kostümler içinde üç palyaço.	Parlak renkli elbiseler içinde üç kadın.
main-captions	images	2015	0815	4.60	Çimlerde iki bej köpek oynuyor.	iki kahverengi köpek çimenlerde oynuyor
main-captions	images	2015	0828	1.00	Havada bir köpek ve kırmızı bir top.	Bir köpek avluda bir çukur kazar.
main-captions	images	2015	0832	5.00	Çimlerin arasından bir köpek koşar.	bir köpek çimlerin arasından ilerliyor.
main-captions	images	2015	0866	1.40	Küçük kız grubu ve yolda duran bir köpek.	bir grup insan bir mavi salda rafting beyaz su.
main-captions	images	2015	0869	0.00	Gri takım elbiseli bir adam beyaz elbiseli bir kadının önünde diz çöküyor.	Kırmızılı bir kadın ve ardından beyazlar içinde bir adam.
main-captions	images	2015	0878	3.00	Ağzında pembe bir frizbi olan kahverengi ve beyaz bir köpek, bir erkeğin sırtına vuruyor.	ağzında frizbi olan bir köpek bir adamın üzerinden atlar.
main-captions	images	2015	0887	0.60	Bir köpek ve kedi birlikte uzanıyor.	İki gri köpek suda bir sopa taşıyor.
main-captions	images	2015	0891	0.00	Bir aile köpekleri ile sahilde oynuyor.	Havaya atılan çıplak küçük bir kız.
main-captions	images	2015	0898	2.60	uzun çimlerin arasından bir köpek koşuyor.	Uzun yeşil çimlere bir köpek uzanıyor.
main-captions	images	2015	0913	1.20	Bir grup insan kayaların üzerinde kamp yapıyor.	Bir grup insan bir itfaiye aracının yanında duruyor.
main-captions	images	2015	0925	5.00	Yüzme havuzuna atlayan siyah bir köpek var.	Siyah bir köpek yüzme havuzuna atlıyor.
main-captions	images	2015	0931	3.40	Bir köpek ceket giyerken karda oynayan üç köpek.	Arka planda bir şehir ile karda oynayan üç köpek.
main-captions	images	2015	0933	0.80	Kıyıya doğru yarışan teknelerde bir grup insan.	Bir grup insan birlikte durur ve bir evin önünde poz verir.
main-captions	images	2015	0956	0.80	Bir insan kalabalığı kırsal bir yolda, arkalarında bir tarla, önünde bir orman duruyor.	Bagajı açık bir arabanın yanında duran bir grup insan.
main-captions	images	2015	0961	1.00	Bir Japon kılıç ustası havaya atlıyor.	Bir kadın köpeğini havaya uçuruyor.
main-captions	images	2015	0977	0.00	ABD bayrağı baksır şort giyen bir adam bir merdiven üzerinde duruyor.	Beyaz gömlek giymiş bir kadın sokakta duruyor.
main-captions	images	2015	0978	0.00	Yedi kişilik bir grup, yeşil bir teknede rapids'de rafting yapıyor.	Bir grup insan geceleri yerde ayakta duruyor ve oturuyor.
main-captions	images	2015	0980	2.00	Uzun saçlı bir adam kameradan bakıyor.	Dümdüz ileriye bakan güneş gözlüklü bir adam.
main-captions	images	2015	1018	2.40	Siyah ve kahverengi köpek bahçede oynuyor.	Siyah ve ten rengi köpek, gördüğü bir şeyin peşinde.
main-captions	images	2015	1030	2.20	Bir çocuk elinde bir topla suya atlıyor.	Elinde bir oyuncakla su altında yüzen küçük bir çocuk.
main-captions	images	2015	1032	3.80	Tüplü teçhizat giyen bir kişi su altında yüzüyor.	Bir insan çok berrak mavi suda tüplü dalış yapıyor.
main-captions	images	2015	1035	2.20	Bu köpek sudan atlıyor.	Bir sahilde suda koşan iki köpek.
main-captions	images	2015	1089	4.60	baş aşağı gülümseyen genç bir kız	Bir kız baş aşağı poz veriyor.
main-captions	images	2015	1090	2.80	Turuncu bir arabanın yanında damalı bayrak tutan iki kadın.	Cılız giysili iki bayan eski moda bir arabanın yanında poz veriyor.
main-captions	images	2015	1155	2.00	Bir hokey oyuncusu dikkatle aşağıya bakıyor.	Bir oyun sırasında bir hokey oyuncusu.
main-captions	images	2015	1160	4.20	İki kahverengi köpek karda birbirini kovalar.	İki kahverengi köpek karda birbirleriyle oynuyor.
main-captions	images	2015	1165	4.50	Çocuklar karda trambolinde oynuyorlar.	Birkaç çocuk ve karda bir trambolinde atlama.
main-captions	images	2015	1196	0.00	Sopa olan bir köpek, suda başka bir köpeği takip eder.	Dört tekerlekten çekişli bir araba çamurda ilerliyor.
main-captions	images	2015	1200	1.80	Siyah ve kahverengi bir köpek büyük bir sopayı çiğniyor.	Kumda oynayan siyah beyaz bir köpek.
main-captions	images	2015	1205	4.20	Otların arasında oynayan iki siyah köpek.	Çimlerde iki köpek oynuyor.
main-captions	images	2015	1208	4.20	İki erkek havuza atlıyor.	İki çocuk havada bir havuza atlıyor.
main-captions	images	2015	1229	1.40	Bir grup adam yürür ve iplere asılır.	Bir grup erkek kolejde futbol oynuyor.
main-captions	images	2015	1233	3.60	Siyah ve kırmızılı siyah bir kişi, açık siyah şemsiyesiyle bir bankta uyuyor.	Açık bir şemsiye ile onu güneşten koruyan park bankında kestiren bir adam.
main-captions	images	2015	1251	0.60	Gri sakallı bir adam bisikletiyle okyanus kıyısında gidiyor.	Benekli bir köpek, sahilde bir topu yakalamak için arka ayakları üzerinde duruyor.
main-captions	images	2015	1266	5.00	Ahşap verandadan atlayan bir Golden Retriever.	Bir golden retriever tahta bir verandadan atlıyor
main-captions	images	2015	1302	0.80	Bir adam bir dizi merdivenden kayıyor.	Adam karlı bir tepeden aşağı kayıyor.
main-captions	images	2015	1313	0.00	Sarı bir odada yatağın üzerinde havada sarı kıyafetli bir bayan var.	Kırmızı tasmalı bir köpek çimlerin üzerinden tenis topuna doğru koşmaya devam ediyor.
main-captions	images	2015	1328	0.00	Bir kayakçı, bir dağ sırasının yakınındaki bir kar tarlasının üzerinden havada atlıyor.	Bir kadın bir tünele bakan bir çiçek yatağının yanında oturuyor.
main-captions	images	2015	1333	1.80	Köpekler karda oynuyor.	Kıyıda oynayan iki köpek.
main-captions	images	2015	1334	0.80	Kırmızı mayolu genç bir çocuk havuza atlıyor.	Bir köpek çocuk havuzuna atlarken hortumla fışkırıyor.
main-captions	images	2015	1344	2.80	Ağaçların önündeki çimlerde iki köpek koşuyor.	Bazı ağaçların önündeki çimlerde kahverengi bir köpek koşuyor.
main-captions	images	2015	1351	0.00	genç bir çocuk bir kaya duvara tırmanıyor	Beş tazı bir kum pistinde yarışıyor.
main-captions	images	2015	1372	0.80	Bir kaykaycı merdivenlerden atlıyor.	Bir köpek merdivenlerden atlıyor.
main-captions	images	2015	1384	1.80	Birlikte koşan iki köpek ve birinin ağzında oyuncak ördek var.	ağzında uzun bir sopayla çimenlerin arasında yürüyen siyah beyaz bir köpek.
main-captions	images	2015	1385	1.40	Siyah beyaz köpek çimlerde koşuyor.	Siyah beyaz bir köpek mavi suda yüzüyor.
main-captions	images	2015	1438	1.80	Sahilde bir kadın koşuyor.	karada bir köpek koşuyor.
main-captions	images	2015	1452	2.40	Altın renkli bir köpek ağzında bir sopa tutarken çimlerin arasında zıplıyor.	Ağzında kırmızı bir şey taşıyan çimenlerin arasından siyah bir köpek koşuyor.
main-captions	images	2015	1462	1.60	Beyaz bir köpek sahilde bir topla oynuyor.	Siyah beyaz bir köpek kahverengi bir köpekle oynuyor.
main-captions	images	2015	1472	3.80	Kırmızı aksesuarlar ile siyah elbiseli kadın sokakta yürüyor.	Sokakta yürüyen siyah elbiseli kadın.
main-captions	images	2015	1476	4.80	Çimlerde iki köpek birbirine yaklaşıyor.	Çimlerde iki köpek yüzleşiyor.
main-captions	track5.en-en	2017	0001	0.200000	Mevcut araçlarımız herkesin kendi uçağı olduğunda müzelerde olacaktır.	Arabanın biraz çalışması gerekiyor
main-captions	track5.en-en	2017	0002	1.000000	Bir kadın gözetmen erkek işçilere talimat veriyor.	Bir kadın hemşire olarak çalışıyor.
main-captions	track5.en-en	2017	0007	0.400000	Gökyüzünde çok az bulut var veya hiç yok.	Bu Leydi Kaya Tırmanışı için hazır olabilir ya da yukarıdaki Bulutları izleyebilir.
main-captions	track5.en-en	2017	0008	0.400000	Genç çocuk ön bahçede çıplak ayakla atlıyor.	Genç, avluda yürüyen insanların etrafında bisikletini sürdü.
main-captions	track5.en-en	2017	0009	4.000000	Ormanda köpekler var.	Köpekler ormanda yalnız.
main-captions	track5.en-en	2017	0010	3.400000	Bazı bisikletçiler bir işaretin yanında durur.	İki adam dışarıda bir tabelanın yanında konuşmak için duruyor.
main-captions	track5.en-en	2017	0011	3.000000	Beyazlar içindeki bu aşçılar mutfakta müşterileri için akşam yemeği hazırlamakla meşgul.	Kadınlar mutfaklarında yemek hazırlıyor.
main-captions	track5.en-en	2017	0013	1.800000	Bir adam bir köpekle kano taşıyor.	Bir köpek kanodaki bir adamı taşıyor.
main-captions	track5.en-en	2017	0016	2.200000	Bir kadın bir rap grubunu canlı izler	Bir seyirci bir kızın dansını izler.
main-captions	track5.en-en	2017	0017	3.600000	Kumlu bir plajda dans eden bir kız.	Kumlu bir plajda bir kız.
main-captions	track5.en-en	2017	0022	0.400000	Kadın limonata içiyor ve televizyon izliyor	Adam oturmuş kahve içiyor.
main-captions	track5.en-en	2017	0025	0.200000	Genç yetişkin soğuk	Asyalı çocuklar bir köpekle oynuyorlar.
main-captions	track5.en-en	2017	0027	3.800000	Üzgün bir adam diğer taraftaki arkadaşıyla buluşmak için küçük bir derenin üzerinden atlıyor.	Bir adam diğer taraftaki arkadaşıyla buluşmak için bir derenin üzerinden atlıyor.
main-captions	track5.en-en	2017	0031	4.200000	Bir kadın bungee jumping yapıyor.	Bir kız bungee jumping yapıyor.
main-captions	track5.en-en	2017	0032	1.200000	Partinin geri kalanı seyrederken bir palyaço erkek ve kız kardeş için gösteri yapar.	Küçük kardeşi izlerken bir evin önünde trompetle gösteri yapan sarı saçlı bir çocuk.
main-captions	track5.en-en	2017	0036	3.400000	Dört kız mutlu bir şekilde kaldırımda yürüyor.	Üç genç kız bir kaldırımda yürüyor.
main-captions	track5.en-en	2017	0039	2.400000	bir grup deniz kuvvetleri fokları şarkı söylüyor	Bir grup askeri personel pirinç beşlide çalıyor.
main-captions	track5.en-en	2017	0043	3.200000	Yağmurda keman çalan bir adam.	Yağmurda gitar çalan bir adam.
main-captions	track5.en-en	2017	0044	2.200000	İnsanlar uçağı terk ediyor.	İnsanlar uçağa giriyor.
main-captions	track5.en-en	2017	0045	4.400000	Köpekler bir kediyi kovalıyor.	Köpekler kara bir kediyi kovalıyor.
main-captions	track5.en-en	2017	0047	2.600000	kahverengi köpek karda kırmızı köpekle oynuyor	Karda sarı bir köpek oynuyor.
main-captions	track5.en-en	2017	0049	0.200000	evinin içinde arka planda vazolar olan bir kız	Kız, diğer gözlüklü kız el boyaması üzerinde çalışırken ayakta duruyor.
main-captions	track5.en-en	2017	0051	3.200000	Bir ofiste oturan bir kişi fotoğraf çeker.	Bir kadın bir ofiste oturuyor.
main-captions	track5.en-en	2017	0053	2.200000	İnsanlar arka planda balık tutarken insanlar suya atlayarak sallanıyor.	Suyu izleyen iki kişi.
main-captions	track5.en-en	2017	0056	5.000000	Sarışın bir kadın, bir bavulun içinde iş için tıbbi malzeme arar.	Sarışın kadın bir bavulun içinde tıbbi malzeme arıyor.
main-captions	track5.en-en	2017	0057	5.000000	Bir çocuk okulda sınava giriyor.	Oğlan okulda bir sınava giriyor.
main-captions	track5.en-en	2017	0058	2.200000	Şapkalı yaşlı bir adam bir dükkan kapısının önünde duruyor.	büyük boy gömlekli bir adam bir dükkanda oturuyor
main-captions	track5.en-en	2017	0063	0.400000	Arabayı bir at çekiyor.	Binanın yanında bisiklete binen bir adam.
main-captions	track5.en-en	2017	0066	1.000000	Bir kadın, arkasında yürürken bir ördeğe bakar.	Bir kadın köpeğiyle yürüyüşe çıkıyor.
main-captions	track5.en-en	2017	0068	2.200000	Kilim ile çevrili bir kupa içki bankta oturan adam.	Bir adam iki kırmızı banktan birinde oturuyor ve bir kioska bakıyor.
main-captions	track5.en-en	2017	0072	2.000000	Küçük sarışın bir çocuk, mavi bir oyun alanı kaydırağından aşağı, başka bir sarışın gence doğru kayıyor.	Saçları dik duran genç bir çocuk mavi bir slaytta kayıyor
main-captions	track5.en-en	2017	0073	1.200000	Dört kadın yaklaşan bir maç için antrenman yapıyor.	Kadınlar bir oyunda
main-captions	track5.en-en	2017	0075	4.000000	adımdaki adam	Bir adam basamaklarda oturuyor.
main-captions	track5.en-en	2017	0077	1.000000	Genç bir kız var.	Kadınla birlikte genç bir çocuk var.
main-captions	track5.en-en	2017	0079	4.200000	Bir kadın, arka planda görülebilen büyük bir binanın resmini çiziyor.	Bir kişi, arka planda görülebilen büyük bir binanın resmini çizer.
main-captions	track5.en-en	2017	0082	3.400000	İki çocuk langırt oynuyor.	Çocuklar birbirleriyle oyun oynuyorlar.
main-captions	track5.en-en	2017	0083	4.000000	Adam ıssız bir tarlada.	Adam dışarıda tarlada.
main-captions	track5.en-en	2017	0084	4.800000	Küçük bir çocuk meyve suyu paketinden içiyor.	Bir çocuk meyve suyu paketinden içiyor.
main-captions	track5.en-en	2017	0085	0.400000	Bir adam kayağını sahanın buzlanmasına hazır hale getiriyor	Teknedeki bir adam ne yakaladığını görmek için ağını çekmeye hazırlanıyor.
main-captions	track5.en-en	2017	0086	4.400000	Motorcu tehlikeli hareketler yapıyor.	Bir motorcu dublör yapıyor.
main-captions	track5.en-en	2017	0087	0.400000	Bir müzisyen bir konserde beyaz gitarına reçel sürüyor.	Tromboncu enstrümanını bir geçit töreni için bir grupta çalıyor
main-captions	track5.en-en	2017	0089	0.000000	Tişörtlü bir çift genç çocuk, biri şaşkın bir şekilde ormanda saklanıyor.	Diğer insanlarla birlikte bir çeşmede oynayan iki gülümseyen küçük kız.
main-captions	track5.en-en	2017	0090	3.000000	Kalabalığın önünde bir futbol sahasında futbol oynayan bir grup insan.	İnsanlarla dolu bir stadyumda futbol oynayan bir grup adam.
main-captions	track5.en-en	2017	0091	4.600000	Bir adam üç Asyalı çocuğun dansını izlemekten zevk alıyor.	Bir adam üç Asyalı çocuğun dansını izliyor.
main-captions	track5.en-en	2017	0094	0.400000	Bir otoyolun kenarında yürüyen bir kadın.	Bir adam bir köprüde tek ayak üzerinde duruyor.
main-captions	track5.en-en	2017	0096	1.400000	Güneşli bir günde havaalanında taksi çağıran bir adam.	Temmuz günü bir adam dışarıda.
main-captions	track5.en-en	2017	0098	3.000000	Genç bir çocuğun kırmızı olta kamışı var.	Genç bir çocuk, bir olta ile bir köprünün üzerinde duruyor.
main-captions	track5.en-en	2017	0099	1.600000	Bir oyuncu bir top sektirir.	Topu yakalayan bir oyuncu.
main-captions	track5.en-en	2017	0101	2.400000	Bir yarışmada yarışan erkekler.	Bir yarışmada iki kadın yarışır.
main-captions	track5.en-en	2017	0102	0.000000	Köpek dışarıda.	Baskılı kurulu şortlu bir adam sahilde yoga pozu yapıyor.
main-captions	track5.en-en	2017	0106	1.600000	Pembe ceketli genç bir kız bir masa oyunu oynuyor.	Bir ceket oynayan bir çocuk.
main-captions	track5.en-en	2017	0107	1.600000	Mavi ve siyah çizgili tişört giyen gülümseyen beyaz bir erkek fotoğraf çekmek üzere.	Beyaz tişörtlü ve siyah pantolonlu bir adam gülümsüyor.
main-captions	track5.en-en	2017	0108	0.200000	Bir kişi bir kaya duvarı tırmandırıyor.	Bir insan ve bir at bir çitin üzerindedir.
main-captions	track5.en-en	2017	0110	2.200000	İki adam birlikte Scrabble oynuyor.	İki kadın bir oyun oynuyor.
main-captions	track5.en-en	2017	0112	2.000000	Kız çok yetenekli ve çok çalışıyor.	Adam çok yetenekli.
main-captions	track5.en-en	2017	0113	0.400000	Birçok gardiyan, bir yarışın başlangıç çizgisinin önünde duruyor.	İş giysili iki adam bir yolun kenarında duruyor.
main-captions	track5.en-en	2017	0116	4.800000	Çiftçi pazarındaki bir adam.	Bir adam çiftçi pazarında.
main-captions	track5.en-en	2017	0117	2.000000	dört kişi bir kuleye doğru yürüyor	İki adam kubbe şeklindeki bir binaya doğru yürüyor.
main-captions	track5.en-en	2017	0118	0.200000	Küçük bir kız ve erkek kitap okuyor.	Daha büyük bir çocuk pencereden dışarı bakarken bir oyuncak bebekle oynuyor.
main-captions	track5.en-en	2017	0119	3.800000	Çocuk yüzmek istiyor.	Çocuklar yüzmek istiyor.
main-captions	track5.en-en	2017	0122	2.200000	Erkekler basketbol maçından sonra kavga ediyor.	Erkekler basketbol oynuyorlar.
main-captions	track5.en-en	2017	0127	2.000000	İnsanlar gülümserken ve gülerken loş masaların etrafında oturuyorlar.	İnsanlar banklarda oturuyor.
main-captions	track5.en-en	2017	0128	4.000000	Bir köpek inekleri kovalıyor.	Beyaz bir köpek inekleri kovalıyor.
main-captions	track5.en-en	2017	0129	4.600000	Bir futbolcu, rakip takımdan bir oyuncuyla mücadele etmeye çalışır.	Bir futbolcu bir mücadele girişiminde bulunur.
main-captions	track5.en-en	2017	0130	1.400000	Üç adam bir Subaru'yu dağ yolunda bir hendekten çıkarmak için kuruyor.	Toprak yol kenarında iki adam bir yolculuk bekliyor.
main-captions	track5.en-en	2017	0131	0.800000	Bir kadının boynundan aşağısı felç olduğu için kolları yukarıda değil	Ayak bileğini incittiği ve incittiği için bir kadın merdivenlerde oturuyor.
main-captions	track5.en-en	2017	0135	0.600000	Beş çocuk bir çadırın önünde duruyor.	İnsanlar dışarıda bir bahçenin önünde oturuyor.
main-captions	track5.en-en	2017	0136	1.200000	Bordo gömlekli kadın, ten rengi blazer ceketli başka bir kadınla sohbet etti.	Mavi elbiseli bir kız ve mor elbiseli bir başka kız, ikisi de gülümsüyor.
main-captions	track5.en-en	2017	0137	1.600000	Beyzbolcular parkta oyun oynuyor.	Bir basketbol oyuncusu, eve dönüş maçında oynuyor.
main-captions	track5.en-en	2017	0138	0.000000	Okulda bir performans için hazırlanıyorlar.	Yeşil renkli iki tıp uzmanı bir şeye bakıyor.
main-captions	track5.en-en	2017	0140	0.600000	Bazı gülümseyen çocuklar okyanus gün batımının önünde duruyor.	Karanlıkta yürüyen insanlar.
main-captions	track5.en-en	2017	0143	3.000000	İki balıkçı, bulutlu bir günde yol kenarındaki büyük balık ağlarını çözmeye çalışır.	Birkaç adam sahile kadar balık ağı çekiyor.
main-captions	track5.en-en	2017	0145	2.400000	Kadının kahverengi saçları vardı.	Kadının gri saçları var.
main-captions	track5.en-en	2017	0146	0.600000	Okyanusta düşen bir dalganın siyah beyaz görüntüsü.	Okyanusta arka planda kayalar olan küçük siyah bir köpek
main-captions	track5.en-en	2017	0147	4.600000	Bir bayan ve kızı mikroskoptan bakıyor.	Mikroskoptan bakan bir kız ve bir bayan.
main-captions	track5.en-en	2017	0149	0.600000	Bir çocuk şehir merkezindeki merdivenlerde kaykay numarası yapıyor.	kaldırımda bir çocuk koşuyor
main-captions	track5.en-en	2017	0152	4.800000	Üç insan bir köpeği gezdiriyor.	Üç kişi bir köpeği gezdiriyor.
main-captions	track5.en-en	2017	0153	5.000000	Sokakta insanlar var.	İnsanlar sokaklarda.
main-captions	track5.en-en	2017	0155	0.200000	İki kadın kayboldu ve yardım istiyor.	İki Asyalı adam işleri için malzeme topluyor ve çocukları da onlarla birlikte gelmek zorunda kaldı.
main-captions	track5.en-en	2017	0156	0.600000	Bir adam bir çeşmeye bir kuruş atıyor.	Küçük bir çocuk bir adamı suya atıyor.
main-captions	track5.en-en	2017	0158	0.800000	İki kız evlerinin içinde Doktor'u oynuyor.	İki kız babalarıyla birlikte yürüyor.
main-captions	track5.en-en	2017	0159	3.600000	Gömleklerinde kağıt numaralar giyen bir kalabalık yarışta koşuyor.	Birkaç adam gömleklerinin önündeki numaralar giyen bir çim tarlada koşarken.
main-captions	track5.en-en	2017	0161	0.000000	Midenizde oksidasyonu önlemek için meyveler limon suyu ile yenmelidir.	Birbirlerine hırlayan üç köpek
main-captions	track5.en-en	2017	0162	4.400000	Bir doktor bir hastaya ilaç verir.	Bir doktor bir ilaç yazıyor.
main-captions	track5.en-en	2017	0163	4.600000	Banyoda bir kadın.	Kadın banyoda.
main-captions	track5.en-en	2017	0164	2.800000	Seyirciler bir ralli arabasının fotoğraflarını çekiyor.	Pistte yarışan arabaları izleyen bir kalabalık.
main-captions	track5.en-en	2017	0165	4.000000	Erkek ve kadın kanepede dinleniyor.	Bir erkek ve kadın kanepede uyuyor.
main-captions	track5.en-en	2017	0167	1.000000	Yeşil mayolu çocuk futbol takımında kaleci oynuyor.	Mavili takım beyazlı takıma karşı oyun oynuyor
main-captions	track5.en-en	2017	0171	5.000000	İnsanlar suya yakın	İnsanlar suya yakın.
main-captions	track5.en-en	2017	0173	0.400000	Arkadaşlar bir binaya girer	bir adam yürüyüş yolunda mağazaya doğru yürür
main-captions	track5.en-en	2017	0175	0.800000	Patenler hareket ediyor.	İki araç kameraya doğru gidiyor.
main-captions	track5.en-en	2017	0176	0.400000	Pencerenin yanında yaşlı bir adam var.	Bir çocuk bazı merdivenlerin yanında.
main-captions	track5.en-en	2017	0177	0.000000	Bir adam ve bir kız sırt çantasıyla kaya tırmanışı yapıyor.	İki erkek, uzun yanlarından koşan sarışın bir kızla bir oyuncağa biniyor.
main-captions	track5.en-en	2017	0178	1.600000	Abu Dabi'de Golden Market, önde gelen açık hava alışveriş alanlarından biridir.	Bir Asya ülkesinde yoğun bir şehir meydanı.
main-captions	track5.en-en	2017	0179	1.600000	Hamile bir kadın doğum yapıyor	bir kadının çocuğu var.
main-captions	track5.en-en	2017	0182	3.600000	Dindar insanlar açık havanın tadını çıkarıyor.	Bir grup insan açık havanın tadını çıkarıyor.
main-captions	track5.en-en	2017	0183	3.000000	Suda gözlük veya bone olmayan bir kız.	Suda, gözlük ve bone ile bir kız.
main-captions	track5.en-en	2017	0184	2.800000	Bir adam dışarıda bir dublör yapıyor.	Sahilde genç bir adam kaykay gösterileri yapıyor.
main-captions	track5.en-en	2017	0189	0.200000	Çatıda mahsur kalmış bir kız vardı.	Çift yataktaydı.
main-captions	track5.en-en	2017	0190	1.000000	Bir atlayıştan çıkan ve havada dört snowboardcu var.	İki yarışçı bir dönüşe geliyor.
main-captions	track5.en-en	2017	0200	1.400000	Bir basketbolcu gecenin 5. ribaundunu yapar,	Bir oyunun ortasında bir tenis oyuncusu.
main-captions	track5.en-en	2017	0203	2.800000	Bir helikopter havalanmaya hazırlanıyor.	Uçak kalkışa hazırlanıyor.
main-captions	track5.en-en	2017	0206	3.000000	Ağaçlarla çevrili bir atlama bisikleti numarası yapan bir adam.	Açık havada birkaç adımda yeşil hile bisiklete binen bir çocuk.
main-captions	track5.en-en	2017	0207	1.600000	Sürat teknesindeki üç adamın ayakları bir teknenin parmaklıklarının üzerinde bronzlaşıyor.	Güvertede birkaç adam başka bir adamı suya düşürüyor
main-captions	track5.en-en	2017	0208	2.800000	Bir cadı boyunca yürüyen bir grup	Hendek boyunca yürüyen bir grup
main-captions	track5.en-en	2017	0209	4.000000	Bir kadın kameraya atlıyor ve poz veriyor.	Bir kadın kamera için poz veriyor.
main-captions	track5.en-en	2017	0210	0.800000	Bir adam çatıda	Bir adam bir odada mikrofon tutuyor.
main-captions	track5.en-en	2017	0211	2.000000	Bir duvarın yanında iki adam var.	Üç kadın bir duvarın yanında oturuyor.
main-captions	track5.en-en	2017	0215	4.400000	İki adam kot pantolon giyiyor.	İki adam pantolon giyiyor.
main-captions	track5.en-en	2017	0217	4.600000	Gömleği olmayan adam atlıyor.	Atlayan adam gömlek giymiyor.
main-captions	track5.en-en	2017	0218	2.400000	Kadın erkeğin ellerini tutuyor.	Kadın erkeğin gözlerini kontrol ediyor.
main-captions	track5.en-en	2017	0219	4.400000	Bir adam köpeğini sahilde gezdiriyor.	Kumsalda köpeğiyle bir adam.
main-captions	track5.en-en	2017	0220	0.800000	Çocuk, kadının çocuğu.	Bir erkek ve bir kız var.
main-captions	track5.en-en	2017	0221	3.800000	Bir futbolcu topa vuruyor.	Futbolcu topa yüksek bir vuruş yaptı.
main-captions	track5.en-en	2017	0222	1.400000	Siyah mayolu iki oğlan başka bir çocuğu bir plajda kollarından ve bacaklarından tutuyor.	Beyaz tişörtlü adam onları çevreleyen diğer dört çocukla birlikte suda genç çocuk saygısız.
main-captions	track5.en-en	2017	0223	2.800000	Oyuncu kazanan puanları vurur.	Basketbolcu takımı için puan kazanmak üzere.
main-captions	track5.en-en	2017	0227	3.000000	Yarış sırasında geçen bir motorkros sürücüsü	Bir yarış arabası sürücüsü, hayatının yarışında performans gösterir.
main-captions	track5.en-en	2017	0230	1.600000	Kapı mavidir.	Kapı sarıdır.
main-captions	track5.en-en	2017	0236	1.000000	Bir köpek, dalgaların kırıldığı bir sahil boyunca yürür.	Kürekli bir çocuk sörften çıkıp sahile çıkıyor.
main-captions	track5.en-en	2017	0237	2.600000	Bir çift adam sahil boyunca yürüyor.	Bir sahilde sörf ayakta iki adam.
main-captions	track5.en-en	2017	0238	1.600000	Tünelde sarışın kadın.	Çift öpüşme sarışın bir kadının yanında.
main-captions	track5.en-en	2017	0241	0.200000	Kuzgun çimenlerin üzerinde zıplayarak uçtu.	Uzun kuyruklu sıska köpek tarlada dolaşıyor.
main-captions	track5.en-en	2017	0246	3.000000	Adam topu yakalıyor	Bir adam topa vuruyor.
main-captions	track5.en-en	2017	0247	3.000000	Odada iki adam oturuyor.	Bir odada iki adam duruyor.
main-captions	track5.en-en	2017	0249	3.200000	Kadın randevusunu bekliyor.	Kadın bir randevuya gidiyor.
main-forums	answers-forums	2015	0000	3.00	Neye izin verildiğini ve nelere izin verilmediğini görmek için her yayıncının belirli politikalarını kontrol etmeniz gerekir.	Kitabı yayınlamanız gerekiyorsa ve buna izin veren bir yayıncı bulmuşsanız.
main-forums	answers-forums	2015	0004	0.60	Üniversite tarafından işletilen herhangi bir katılımcı havuzundan haberdar değilim.	Kuzey Amerika'da çalıştığım üniversitelerde, insan konu çalışmaları (özellikle.
main-forums	answers-forums	2015	0007	1.00	Kabul dışında (normalde yaşla ilgili olmamalıdır), sorunuzla ilgili bir şey var.	Yaş, Kıta Avrupası'nda da doktora kabulü için bir ülke değildir.
main-forums	answers-forums	2015	0020	0.60	Bu gönderi, STEM alanlarındaki araştırmalara atıfta bulunur ve diğer araştırma konuları için geçerli olmayabilir.	Bu, bilgisayar mühendisliğindeki deneyimimle ilgili, genişliğe yönelik okumanın daha önemli bir yaklaşım olduğunu buldum.
